System_ID,Composite,Active,Active_wt%,Support,Support_wt%,Cocatalyst,Cocatalyst_wt%,avg_band_gap,avg_cbm,avg_vbm,avg_energy_above_hull,avg_formation_energy_per_atom,avg_weighted_surface_energy,avg_weighted_work_function,avg_density,Active_is_gap_direct,Active_is_stable,Active_crystal_system
228,Cu/ZnO/nan,Cu,50.0,ZnO,50.0,,0.0,0.3154499999999995,1.4724,0.8415,0.007892734999999,-0.8875568212500005,1.390374491664041,4.554791979046378,7.459469444605398,False,False,Hexagonal
229,Cu/ZnO/nan,Cu,50.0,ZnO,50.0,,0.0,0.3154499999999995,1.4724,0.8415,0.007892734999999,-0.8875568212500005,1.390374491664041,4.554791979046378,7.459469444605398,False,False,Hexagonal
230,Cu/ZnO/nan,Cu,66.7,ZnO,33.3,,0.0,0.21008969999999966,1.4724,0.8414999999999999,0.007833885869998666,-0.588535518592501,1.390374491664041,4.554791979046378,8.044347809176145,False,False,Hexagonal
231,Cu/ZnO/nan,Cu,66.7,ZnO,33.3,,0.0,0.21008969999999966,1.4724,0.8414999999999999,0.007833885869998666,-0.588535518592501,1.390374491664041,4.554791979046378,8.044347809176145,False,False,Hexagonal
232,Cu/CeO2/nan,Cu,50.0,CeO2,50.0,,0.0,0.93235,6.9038,5.0391,0.0038582699999990004,-1.9597298283333342,1.390374491664041,4.554791979046378,8.102680688162863,False,False,Hexagonal
233,Cu/CeO2/nan,Cu,7.5,CeO2,92.5,,0.0,1.7248475,6.9038,5.0391,0.00057874049999985,-3.6320592414166666,1.390374491664041,4.554791979046378,7.160947341339002,False,False,Hexagonal
234,Cu/ZrO2/nan,Cu,7.5,ZrO2,92.5,,0.0,3.2745,6.1363,2.5963000000000007,0.009363746083332876,-3.518232677291666,1.390374491664041,4.554791979046378,6.0386087795407,False,False,Hexagonal
235,Cu/ZrO2/nan,Cu,7.5,ZrO2,92.5,,0.0,3.2745,6.1363,2.5963000000000007,0.009363746083332876,-3.518232677291666,1.390374491664041,4.554791979046378,6.0386087795407,False,False,Hexagonal
236,Cu/TiO2/nan,Cu,7.5,TiO2,92.5,,0.0,2.114735,4.8517,2.5655,0.00339196843749985,-3.241559324611111,1.390374491664041,4.554791979046378,4.48806807387416,False,False,Hexagonal
237,Cu/TiO2/nan,Cu,7.5,TiO2,92.5,,0.0,2.114735,4.8517,2.5655,0.00339196843749985,-3.241559324611111,1.390374491664041,4.554791979046378,4.48806807387416,False,False,Hexagonal
238,Cu/ZnO/nan,Cu,33.3,ZnO,66.7,,0.0,0.42081029999999936,1.4724,0.8415,0.007951584129999335,-1.1865781239075002,1.390374491664041,4.554791979046378,6.874591080034652,False,False,Hexagonal
239,Cu/ZnO/nan,Cu,33.3,ZnO,66.7,,0.0,0.42081029999999936,1.4724,0.8415,0.007951584129999335,-1.1865781239075002,1.390374491664041,4.554791979046378,6.874591080034652,False,False,Hexagonal
240,Cu/ZnO/nan,Cu,33.3,ZnO,66.7,,0.0,0.42081029999999936,1.4724,0.8415,0.007951584129999335,-1.1865781239075002,1.390374491664041,4.554791979046378,6.874591080034652,False,False,Hexagonal
241,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
242,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
243,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
244,Cu/TiO2/nan,Cu,0.1,TiO2,99.9,,0.0,2.2839138,4.8517,2.5655,0.003046002712499998,-3.5015013937800004,1.390374491664041,4.554791979046378,4.110265337971171,False,False,Hexagonal
245,Cu/TiO2/nan,Cu,0.5,TiO2,99.5,,0.0,2.274769,4.8517,2.5655,0.00306470356249999,-3.487450471122222,1.390374491664041,4.554791979046378,4.1306871074794405,False,False,Hexagonal
246,Cu/TiO2/nan,Cu,0.5,TiO2,99.5,,0.0,2.274769,4.8517,2.5655,0.00306470356249999,-3.487450471122222,1.390374491664041,4.554791979046378,4.1306871074794405,False,False,Hexagonal
247,Cu/TiO2/nan,Cu,0.5,TiO2,99.5,,0.0,2.274769,4.8517,2.5655,0.00306470356249999,-3.487450471122222,1.390374491664041,4.554791979046378,4.1306871074794405,False,False,Hexagonal
248,Cu/TiO2/nan,Cu,1.0,TiO2,99.0,,0.0,2.263338,4.8517,2.5655,0.00308807962499998,-3.4698868177999995,1.390374491664041,4.554791979046378,4.156214319364778,False,False,Hexagonal
249,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
250,CuO/TiO2/nan,CuO,5.0,TiO2,95.0,,0.0,2.17189,4.8517,2.5655,0.00290249387499995,-3.376889932597222,,,4.19682582151332,False,False,Monoclinic
251,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
252,TiO2/Na0.33Al1.67Mg0.33Si4O13H4/nan,TiO2,90.0,Na0.33Al1.67Mg0.33Si4O13H4,10.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
253,TiO2/Na0.33Al1.67Mg0.33Si4O13H4/nan,TiO2,80.0,Na0.33Al1.67Mg0.33Si4O13H4,20.0,,0.0,2.2862,4.8517,2.5654999999999997,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
254,TiO2/Na0.33Al1.67Mg0.33Si4O13H4/nan,TiO2,70.0,Na0.33Al1.67Mg0.33Si4O13H4,30.0,,0.0,2.2862,4.8517,2.5655,0.0030413274999999997,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
255,TiO2/Na0.33Al1.67Mg0.33Si4O13H4/nan,TiO2,80.0,Na0.33Al1.67Mg0.33Si4O13H4,20.0,,0.0,2.2862,4.8517,2.5654999999999997,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
256,TiO2/Na0.33Al1.67Mg0.33Si4O13H4/nan,TiO2,80.0,Na0.33Al1.67Mg0.33Si4O13H4,20.0,,0.0,2.2862,4.8517,2.5654999999999997,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
257,TiO2/Na0.33Al1.67Mg0.33Si4O13H4/nan,TiO2,80.0,Na0.33Al1.67Mg0.33Si4O13H4,20.0,,0.0,2.2862,4.8517,2.5654999999999997,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
258,TiO2/Na0.33Al1.67Mg0.33Si4O13H4/nan,TiO2,80.0,Na0.33Al1.67Mg0.33Si4O13H4,20.0,,0.0,2.2862,4.8517,2.5654999999999997,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
259,Cu/TiO2/nan,Cu,2.0,TiO2,98.0,,0.0,2.240476,4.8517,2.5655,0.0031348317499999604,-3.4347595111555553,1.390374491664041,4.554791979046378,4.207268743135451,False,False,Hexagonal
260,Cu/TiO2/nan,Cu,2.0,TiO2,98.0,,0.0,2.240476,4.8517,2.5655,0.0031348317499999604,-3.4347595111555553,1.390374491664041,4.554791979046378,4.207268743135451,False,False,Hexagonal
261,Cu/TiO2/nan,Cu,2.0,TiO2,98.0,,0.0,2.240476,4.8517,2.5655,0.0031348317499999604,-3.4347595111555553,1.390374491664041,4.554791979046378,4.207268743135451,False,False,Hexagonal
262,Cu/TiO2/nan,Cu,2.0,TiO2,98.0,,0.0,2.240476,4.8517,2.5655,0.0031348317499999604,-3.4347595111555553,1.390374491664041,4.554791979046378,4.207268743135451,False,False,Hexagonal
263,Cu/TiO2/nan,Cu,2.0,TiO2,98.0,,0.0,2.240476,4.8517,2.5655,0.0031348317499999604,-3.4347595111555553,1.390374491664041,4.554791979046378,4.207268743135451,False,False,Hexagonal
264,BaLa4Ti4O15/nan/nan,BaLa4Ti4O15,100.0,,0.0,,0.0,2.8881,7.8093,4.9212,0.030498972291665004,-3.71649078763889,,,5.98616984321809,False,False,Trigonal
265,NiO/BaLa4Ti4O15/nan,NiO,0.5,BaLa4Ti4O15,99.5,,0.0,2.885164,7.8102175,4.9250535,0.03034647743020668,-3.7039987602006956,,,5.990049766390094,False,True,Cubic
266,Ru/BaLa4Ti4O15/nan,Ru,0.5,BaLa4Ti4O15,99.5,,0.0,2.8736595,7.8093,4.9212,0.03034647743020668,-3.6979083337006955,2.882308768849008,4.75490603330835,6.018163757253819,False,True,Hexagonal
267,Cu/BaLa4Ti4O15/nan,Cu,0.5,BaLa4Ti4O15,99.5,,0.0,2.8736595,7.8093,4.9212,0.03038506013020667,-3.6978697510006957,1.390374491664041,4.554791979046378,6.002292005365307,False,False,Hexagonal
268,Au/BaLa4Ti4O15/nan,Au,0.5,BaLa4Ti4O15,99.5,,0.0,2.8736595,7.8093,4.9212,0.03035701995520669,-3.6978977911756954,,,6.048889858170131,False,False,Hexagonal
269,Ag/BaLa4Ti4O15/nan,Ag,1.0,BaLa4Ti4O15,99.0,,0.0,2.859219,7.8093,4.9212,0.030215249718748345,-3.679304612612501,0.7855769799335981,4.218729824898447,6.0299338111497045,False,False,Cubic
271,Ag/CaLa4Ti4O15/nan,Ag,1.0,CaLa4Ti4O15,99.0,,0.0,0.0,,,0.0021267149999990003,0.0021267149999990003,0.7855769799335981,4.218729824898447,10.362566636379526,False,False,Cubic
273,Ag/SrLa4Ti4O15/nan,Ag,1.0,SrLa4Ti4O15,99.0,,0.0,0.0,,,0.0021267149999990003,0.0021267149999990003,0.7855769799335981,4.218729824898447,10.362566636379526,False,False,Cubic
274,Ag/BaLa4Ti4O15/nan,Ag,1.0,BaLa4Ti4O15,99.0,,0.0,2.859219,7.8093,4.9212,0.030215249718748345,-3.679304612612501,0.7855769799335981,4.218729824898447,6.0299338111497045,False,False,Cubic
275,Ag/BaLa4Ti4O15/nan,Ag,1.0,BaLa4Ti4O15,99.0,,0.0,2.859219,7.8093,4.9212,0.030215249718748345,-3.679304612612501,0.7855769799335981,4.218729824898447,6.0299338111497045,False,False,Cubic
276,Ag/BaLa4Ti4O15/nan,Ag,0.5,BaLa4Ti4O15,99.5,,0.0,2.8736595,7.8093,4.9212,0.030357111005206674,-3.6978977001256954,0.7855769799335981,4.218729824898447,6.008051827183897,False,False,Cubic
277,Ag/BaLa4Ti4O15/nan,Ag,1.0,BaLa4Ti4O15,99.0,,0.0,2.859219,7.8093,4.9212,0.030215249718748345,-3.679304612612501,0.7855769799335981,4.218729824898447,6.0299338111497045,False,False,Cubic
278,Ag/BaLa4Ti4O15/nan,Ag,2.0,BaLa4Ti4O15,98.0,,0.0,2.8303380000000002,7.8093,4.9212,0.029931527145831683,-3.642118437586112,0.7855769799335981,4.218729824898447,6.073697779081319,False,False,Cubic
279,Ag/BaLa4Ti4O15/nan,Ag,3.0,BaLa4Ti4O15,97.0,,0.0,2.801457,7.8093,4.9212,0.029647804572915024,-3.604932262559723,0.7855769799335981,4.218729824898447,6.117461747012934,False,False,Cubic
280,Ag/BaLa4Ti4O15/nan,Ag,5.0,BaLa4Ti4O15,95.0,,0.0,2.7436949999999998,7.8093,4.9212,0.029080359427081703,-3.5305599125069453,0.7855769799335982,4.218729824898447,6.204989682876162,False,False,Cubic
281,Ag/SrLa4Ti4O15/nan,Ag,1.0,SrLa4Ti4O15,99.0,,0.0,0.0,,,0.0021267149999990003,0.0021267149999990003,0.7855769799335981,4.218729824898447,10.362566636379526,False,False,Cubic
282,Ag/CaLa4Ti4O15/nan,Ag,1.0,CaLa4Ti4O15,99.0,,0.0,0.0,,,0.0021267149999990003,0.0021267149999990003,0.7855769799335981,4.218729824898447,10.362566636379526,False,False,Cubic
283,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
284,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
285,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
286,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
287,TiO2/Na56Al56Si136O384/nan,TiO2,1.1,Na56Al56Si136O384,98.9,,0.0,2.2862,4.8517,2.5655,0.0030413275000000005,-3.5050141244444446,,,4.105159895594103,False,False,Orthorhombic
288,TiO2/Na56Al56Si136O384/Pt,TiO2,1.1,Na56Al56Si136O384,97.9,Pt,1.0,1.1975333333333333,4.8517,2.5655,0.03449484535714333,-1.80305801042328,,,11.904581074881746,False,False,Orthorhombic
289,TiO2/Na56Al56Si136O384/nan,TiO2,1.0,Na56Al56Si136O384,99.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
290,TiO2/Na56Al56Si136O384/nan,TiO2,10.0,Na56Al56Si136O384,90.0,,0.0,2.2862,4.8517,2.5654999999999997,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
291,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
292,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
293,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
294,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
295,ZrO2/nan/nan,ZrO2,100.0,,0.0,,0.0,3.54,6.1363,2.5963000000000003,0.009497303333333,-3.804120451666666,,,5.781420117936309,True,False,Orthorhombic
296,ZrO2/nan/nan,ZrO2,100.0,,0.0,,0.0,3.54,6.1363,2.5963000000000003,0.009497303333333,-3.804120451666666,,,5.781420117936309,True,False,Orthorhombic
297,ZrO2/nan/nan,ZrO2,100.0,,0.0,,0.0,3.54,6.1363,2.5963000000000003,0.009497303333333,-3.804120451666666,,,5.781420117936309,True,False,Orthorhombic
298,MgO/nan/nan,MgO,100.0,,0.0,,0.0,0.0014000000000000002,8.0151,8.0137,0.043237585416665,-2.995071584583334,,,3.596933125469349,True,False,Hexagonal
299,MgO/nan/nan,MgO,100.0,,0.0,,0.0,0.0014000000000000002,8.0151,8.0137,0.043237585416665,-2.995071584583334,,,3.596933125469349,True,False,Hexagonal
301,K2Ti6O13/nan/Pt,K2Ti6O13,100.0,,0.0,Pt,,,3.981,1.2275,,,,,,False,True,Monoclinic
302,K2Ti6O13/nan/Pt,K2Ti6O13,100.0,,0.0,Pt,,,3.981,1.2275,,,,,,False,True,Monoclinic
303,K2Ti6O13/AlSiO/Pt,K2Ti6O13,50.0,AlSiO,50.0,Pt,,,3.981,1.2275,,,,,,False,True,Monoclinic
304,K2Ti6O13/AlSiO/Pt,K2Ti6O13,50.0,AlSiO,50.0,Pt,,,3.981,1.2275,,,,,,False,True,Monoclinic
305,K2Ti6O13/AlSiO/Pt,K2Ti6O13,50.0,AlSiO,50.0,Pt,,,3.981,1.2275,,,,,,False,True,Monoclinic
306,K2Ti6O13/AlSiO/Pt,K2Ti6O13,50.0,AlSiO,50.0,Pt,,,3.981,1.2275,,,,,,False,True,Monoclinic
307,K2Ti6O13/AlSiO/Pt,K2Ti6O13,50.0,AlSiO,50.0,Pt,,,3.981,1.2275,,,,,,False,True,Monoclinic
308,K2Ti6O13/nan/Pt,K2Ti6O13,100.0,,0.0,Pt,,,3.981,1.2275,,,,,,False,True,Monoclinic
309,K2Ti6O13/AlSiO/Pt,K2Ti6O13,75.0,AlSiO,25.0,Pt,,,3.981,1.2275,,,,,,False,True,Monoclinic
310,K2Ti6O13/AlSiO/Pt,K2Ti6O13,66.7,AlSiO,33.3,Pt,,,3.9810000000000003,1.2275,,,,,,False,True,Monoclinic
311,K2Ti6O13/AlSiO/Pt,K2Ti6O13,50.0,AlSiO,50.0,Pt,,,3.981,1.2275,,,,,,False,True,Monoclinic
312,K2Ti6O13/AlSiO/Pt,K2Ti6O13,50.0,AlSiO,50.0,Pt,,,3.981,1.2275,,,,,,False,True,Monoclinic
313,K2Ti6O13/AlSiO/Pt,K2Ti6O13,33.3,AlSiO,66.7,Pt,,,3.981,1.2275,,,,,,False,True,Monoclinic
315,C/nan/nan,C,100.0,,0.0,,0.0,0.094599999999999,4.1182,4.0236,0.0007906250000000001,0.0007906250000000001,,,2.179050113817426,True,False,Trigonal
316,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
317,TiO2/C/nan,TiO2,99.0,C,1.0,,0.0,2.264284,4.844365,2.5800810000000003,0.003018820475,-3.4699560769499995,,,4.085898797776336,False,False,Orthorhombic
318,TiO2/C/nan,TiO2,90.0,C,10.0,,0.0,2.06704,4.77835,2.71131,0.0028162572500000003,-3.1544336495,,,3.912548917416436,False,False,Orthorhombic
319,TiO2/C/nan,TiO2,99.0,C,1.0,,0.0,2.264284,4.844365,2.5800810000000003,0.003018820475,-3.4699560769499995,,,4.085898797776336,False,False,Orthorhombic
320,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
321,C/nan/nan,C,100.0,,0.0,,0.0,0.094599999999999,4.1182,4.0236,0.0007906250000000001,0.0007906250000000001,,,2.179050113817426,True,False,Trigonal
322,TiO2/C/nan,TiO2,99.0,C,1.0,,0.0,2.264284,4.844365,2.5800810000000003,0.003018820475,-3.4699560769499995,,,4.085898797776336,False,False,Orthorhombic
323,TiO2/C/nan,TiO2,90.0,C,10.0,,0.0,2.06704,4.77835,2.71131,0.0028162572500000003,-3.1544336495,,,3.912548917416436,False,False,Orthorhombic
324,CdS/nan/nan,CdS,100.0,,0.0,,0.0,1.0492,1.9171,0.8679,0.0027132225,-0.7738951664062481,,,4.70613765491418,True,False,Cubic
325,CdS/nan/nan,CdS,100.0,,0.0,,0.0,1.0492,1.9171,0.8679,0.0027132225,-0.7738951664062481,,,4.70613765491418,True,False,Cubic
326,Bi2S3/nan/nan,Bi2S3,100.0,,0.0,,0.0,1.361799999999999,5.4726,4.1108,0.0,-0.414615469187504,,,6.602026285137526,False,True,Orthorhombic
327,Bi2S3/nan/nan,Bi2S3,100.0,,0.0,,0.0,1.361799999999999,5.4726,4.1108,0.0,-0.414615469187504,,,6.602026285137526,False,True,Orthorhombic
328,ZnS/nan/nan,ZnS,100.0,,0.0,,0.0,2.018799999999999,3.8964,1.8776000000000002,1.536946428615238e-05,-0.9626829801562491,,,4.136732567085231,True,False,Trigonal
329,ZnS/nan/Cd,ZnS,100.0,,0.0,Cd,,,3.8964,1.8776000000000002,,,,,,True,False,Trigonal
331,TiO2/nan/Cu,TiO2,99.5,,0.0,Cu,0.5,2.274769,4.8517,2.5655,0.00306470356249999,-3.487450471122222,1.390374491664041,4.554791979046378,4.1306871074794405,False,False,Orthorhombic
332,TiO2/nan/Cu,TiO2,99.0,,0.0,Cu,1.0,2.263338,4.8517,2.5655,0.00308807962499998,-3.4698868177999995,1.390374491664041,4.554791979046378,4.156214319364778,False,False,Orthorhombic
333,TiO2/nan/Cu,TiO2,95.0,,0.0,Cu,5.0,2.17189,4.8517,2.5655,0.0032750881249999,-3.329377591222222,1.390374491664041,4.554791979046378,4.360432014447474,False,False,Orthorhombic
334,TiO2/nan/Cu,TiO2,90.0,,0.0,Cu,10.0,2.05758,4.8517,2.5655,0.0035088487499998003,-3.153741058,1.390374491664041,4.554791979046378,4.615704133300845,False,False,Orthorhombic
335,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
336,TiO2/SiO2/nan,TiO2,12.0,SiO2,88.0,,0.0,5.263504,6.100684,0.83718,0.0009155792111116,-3.300142657644445,,,2.8090058477693427,False,False,Orthorhombic
337,TiO2/nan/Cu2O,TiO2,100.0,,-4.0,Cu2O,4.0,2.2179884615384613,4.843353846153846,2.625365384615385,0.0029243533653846156,-3.3949945595940165,,,4.185920944535448,False,False,Orthorhombic
338,TiO2/SiO2/nan,TiO2,12.0,SiO2,88.0,,0.0,5.263504,6.100684,0.83718,0.0009155792111116,-3.300142657644445,,,2.8090058477693427,False,False,Orthorhombic
339,TiO2/SiO2/Cu2O,TiO2,12.0,SiO2,87.8,Cu2O,0.2,5.2531904,6.0974113999999995,0.8442210000000001,0.0009143278022227101,-3.2948872572422228,,,2.81615122696844,False,False,Orthorhombic
340,TiO2/SiO2/Cu2O,TiO2,12.0,SiO2,87.5,Cu2O,0.5,5.23772,6.0925025,0.8547825000000001,0.000912450688889375,-3.2870041566388895,,,2.826869295767086,False,False,Orthorhombic
341,TiO2/SiO2/Cu2O,TiO2,12.0,SiO2,87.0,Cu2O,1.0,5.211936000000001,6.084321,0.8723850000000001,0.00090932216666715,-3.2738656556333336,,,2.8447327437648284,False,False,Orthorhombic
342,TiO2/SiO2/Cu2O,TiO2,12.0,SiO2,85.0,Cu2O,3.0,5.1088,6.051595,0.942795,0.00089680807777825,-3.2213116516111113,,,2.9161865357558,False,False,Orthorhombic
343,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
344,TiO2/nan/Ag,TiO2,99.0,,0.0,Ag,1.0,2.263338,4.8517,2.5655,0.00303218137499999,-3.4699427160499994,0.7855769799335981,4.218729824898447,4.167733963001957,False,False,Orthorhombic
345,TiO2/nan/Ag,TiO2,97.0,,0.0,Ag,3.0,2.2176139999999998,4.8517,2.5655,0.00301388912499997,-3.3997998992611107,0.7855769799335981,4.218729824898447,4.292882097817666,False,False,Orthorhombic
346,TiO2/nan/Ag,TiO2,95.0,,0.0,Ag,5.0,2.17189,4.8517,2.5655,0.00299559687499995,-3.329657082472222,0.7855769799335982,4.218729824898447,4.418030232633375,False,False,Orthorhombic
347,TiO2/nan/Ag,TiO2,93.0,,0.0,Ag,7.0,2.126166,4.8517,2.5655,0.0029773046249999303,-3.2595142656833334,0.7855769799335981,4.218729824898447,4.543178367449084,False,False,Orthorhombic
348,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
349,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
